Date,High,Low,Open,Close,Volume,Adj Close
2016-10-28,5941.7998046875,2006.469970703125,4293.3701171875,2044.469970703125,2532790.0,2044.469970703125
2016-10-29,2028.4599609375,504.5350036621094,2014.3800048828125,574.8209838867188,1009210.0,574.8209838867188
2016-10-31,2217.639892578125,472.7250061035156,570.9119873046875,1624.5799560546875,4333820.0,1624.5799560546875
2016-11-01,2027.050048828125,1189.3299560546875,1599.719970703125,1333.739990234375,4802060.0,1333.739990234375
2016-11-02,1409.0699462890625,872.4149780273438,1326.2900390625,942.7839965820312,3936160.0,942.7839965820312
2016-11-03,1067.5899658203125,863.8060302734375,940.6610107421875,887.2579956054688,2783300.0,887.2579956054688
2016-11-04,889.801025390625,601.843994140625,887.6640014648438,603.9819946289062,2469390.0,603.9819946289062
2016-11-05,634.0029907226562,501.69000244140625,599.5189819335938,504.5719909667969,1984150.0,504.5719909667969
2016-11-06,507.50299072265625,320.5379943847656,504.2699890136719,321.7900085449219,2390590.0,321.7900085449219
2016-11-07,345.9389953613281,236.0050048828125,319.2330017089844,236.0050048828125,1808930.0,236.0050048828125
2016-11-08,308.6409912109375,178.9770050048828,233.7790069580078,308.6409912109375,2578200.0,308.6409912109375
2016-11-09,374.1239929199219,222.51100158691406,331.69000244140625,255.58399963378906,3706020.0,255.58399963378906
2016-11-10,257.4909973144531,224.83299255371094,254.93699645996094,226.16799926757812,1255400.0,226.16799926757812
2016-11-11,226.16600036621094,183.24099731445312,224.6719970703125,183.3560028076172,1173130.0,183.3560028076172
2016-11-12,189.53799438476562,144.10800170898438,183.02000427246094,144.10800170898438,1167540.0,144.10800170898438
2016-11-13,146.22799682617188,117.25599670410156,143.1739959716797,117.25599670410156,1401920.0,117.25599670410156
2016-11-14,117.822998046875,97.18280029296875,117.55400085449219,105.06500244140625,1418260.0,105.06500244140625
2016-11-15,131.22500610351562,97.43360137939453,105.15499877929688,109.34300231933594,2030660.0,109.34300231933594
2016-11-16,115.61799621582031,96.91519927978516,109.70999908447266,96.95490264892578,1443840.0,96.95490264892578
2016-11-17,100.4229965209961,85.38990020751953,97.47769927978516,87.64420318603516,915597.0,87.64420318603516
2016-11-18,88.84100341796875,70.46900177001953,87.32939910888672,70.63849639892578,1032890.0,70.63849639892578
2016-11-19,72.00409698486328,64.62689971923828,71.11640167236328,65.70079803466797,822655.0,65.70079803466797
2016-11-20,67.62920379638672,60.274200439453125,65.28790283203125,60.274200439453125,598211.0,60.274200439453125
2016-11-21,60.22999954223633,53.94029998779297,59.96160125732422,54.01919937133789,711312.0,54.01919937133789
2016-11-22,72.02020263671875,53.38959884643555,54.01340103149414,57.900299072265625,1326320.0,57.900299072265625
