Date,High,Low,Open,Close,Volume,Adj Close
2015-03-31,0.0004584290145430714,0.00017014489276334643,0.00040045700734481215,0.0002423270052531734,65524.0,0.0002423270052531734
2015-04-01,0.0003230780130252242,0.00022727789473719895,0.00024214689619839191,0.00031372590456157923,28549.0,0.00031372590456157923
2015-04-02,0.00032967590959742665,0.0002907729067374021,0.00030874990625306964,0.0003102729097008705,20677.0,0.0003102729097008705
2015-04-03,0.0003182360087521374,0.0002505138982087374,0.000310234900098294,0.000276529899565503,23550.0,0.000276529899565503
2015-04-04,0.000282632012385875,0.00021826500596944243,0.00027152401162311435,0.00023193200468085706,26800.0,0.00023193200468085706
2015-04-05,0.0002986830077134073,0.0002293680008733645,0.0002320420026080683,0.00028870601090602577,22511.0,0.00028870601090602577
2015-04-06,0.00028845990891568363,0.00023371289717033505,0.00028845990891568363,0.00024052089429460466,14437.0,0.00024052089429460466
2015-04-07,0.0002585719048511237,0.00022320800053421408,0.00024547200882807374,0.00022786989575251937,6932.0,0.00022786989575251937
2015-04-08,0.0002390300069237128,0.00021281589579302818,0.00022761800209991634,0.00022418200387619436,10013.0,0.00022418200387619436
2015-04-09,0.00022694100334774703,0.00016737889382056892,0.00022419789456762373,0.00017469300655648112,16846.0,0.00017469300655648112
2015-04-10,0.000191945000551641,0.0001432230055797845,0.000174651897395961,0.00016333989333361387,22845.0,0.00016333989333361387
2015-04-11,0.000173412001458928,0.00014434600598178804,0.0001633280044188723,0.00014641489542555064,5568.0,0.00014641489542555064
2015-04-12,0.00015467489720322192,0.00012305789277888834,0.00014628900680691004,0.00013924400263931602,11803.0,0.00013924400263931602
2015-04-13,0.00017848100105766207,0.00013685200246982276,0.0001393510028719902,0.00015341100515797734,14653.0,0.00015341100515797734
2015-04-14,0.00017164289602078497,0.0001458490005461499,0.00015551189426332712,0.00015454400272574276,8196.0,0.00015454400272574276
2015-04-15,0.00017383700469508767,0.00015460200665984303,0.00015460200665984303,0.000163479897310026,5316.0,0.000163479897310026
2015-04-16,0.00017155900422949344,0.00015988500672392547,0.00016754100215621293,0.00016702289576642215,4556.0,0.00016702289576642215
2015-04-17,0.00017001389642246068,0.00014092889614403248,0.00016700089327059686,0.00014092889614403248,9116.0,0.00014092889614403248
2015-04-18,0.00016003700147848576,0.00013690200285054743,0.00014109100447967649,0.00014711990661453456,7192.0,0.00014711990661453456
2015-04-19,0.00015025200264062732,0.00012841289571952075,0.00014712900156155229,0.00013268989278003573,6680.0,0.00013268989278003573
2015-04-20,0.00014828689745627344,0.0001291048974962905,0.0001326868950854987,0.00013682000280823559,3911.0,0.00013682000280823559
2015-04-21,0.00014946400187909603,0.00012947489449288696,0.00013701300485990942,0.0001383600028930232,2352.0,0.0001383600028930232
2015-04-22,0.00014706689398735762,0.0001329770020674914,0.00013828689407091588,0.00013739700079895556,2116.0,0.00013739700079895556
2015-04-23,0.00014950489276088774,0.000131776905618608,0.00013711089559365064,0.00014950489276088774,3058.0,0.00014950489276088774
2015-04-24,0.00014960000407882035,0.00013711089559365064,0.00014948300668038428,0.00014041700342204422,2480.0,0.00014041700342204422
2015-04-25,0.00014076089428272098,0.00012747090659104288,0.00014042890688870102,0.00013400490570347756,2073.0,0.00013400490570347756
2015-04-26,0.00016790200606919825,0.00013358790602069348,0.00013397089787758887,0.00016276190581265837,6659.0,0.00016276190581265837
2015-04-27,0.00016286500613205135,0.0001458810002077371,0.00016028000391088426,0.00014879500668030232,3357.0,0.00014879500668030232
2015-04-28,0.00015174389409366995,0.00014210889639798552,0.0001486208930145949,0.0001472040021326393,2013.0,0.0001472040021326393
2015-04-29,0.0001599279057700187,0.0001466428948333487,0.00014700289466418326,0.0001571360044181347,958.0,0.0001571360044181347
2015-04-30,0.00015848700422793627,0.00015281900414265692,0.00015699889627285302,0.00015556300058960915,692.0,0.00015556300058960915
2015-05-01,0.00015804989379830658,0.00014595089305657893,0.00015345090650953352,0.00015510189405176789,1542.0,0.00015510189405176789
2015-05-02,0.0001578800001880154,0.0001421789056621492,0.00015506900672335178,0.00014896789798513055,4417.0,0.00014896789798513055
2015-05-03,0.00015726890705991536,0.00014160500722937286,0.00014896600623615086,0.0001507540000602603,2595.0,0.0001507540000602603
2015-05-04,0.0001528690045233816,0.0001369700039504096,0.00015064890612848103,0.00014104500587563962,3974.0,0.00014104500587563962
2015-05-05,0.00014611489314120263,0.00013947300612926483,0.00014112089411355555,0.00014251300308387727,1124.0,0.00014251300308387727
2015-05-06,0.00015979600721038878,0.00014168600318953395,0.0001424410002073273,0.00015646290557924658,2475.0,0.00015646290557924658
