Date,High,Low,Open,Close,Volume,Adj Close
2015-10-27,1.4783899784088135,1.4581999778747559,1.469789981842041,1.46806001663208,728.0,1.46806001663208
2015-10-28,1.5551400184631348,1.4674099683761597,1.46806001663208,1.5230900049209595,4282.0,1.5230900049209595
2015-10-29,1.6246000528335571,1.5175700187683105,1.552049994468689,1.6201200485229492,4211.0,1.6201200485229492
2015-10-30,1.722309947013855,1.5948200225830078,1.6205699443817139,1.693869948387146,5655.0,1.693869948387146
2015-10-31,1.7173999547958374,1.550529956817627,1.6964399814605713,1.57082998752594,3770.0,1.57082998752594
2015-11-01,1.6891000270843506,1.5599000453948975,1.5750199556350708,1.678570032119751,3331.0,1.678570032119751
2015-11-02,1.885259985923767,1.63618004322052,1.6812100410461426,1.8402600288391113,4418.0,1.8402600288391113
2015-11-03,2.1576199531555176,1.816849946975708,1.8437399864196777,2.0776000022888184,6807.0,2.0776000022888184
2015-11-04,2.5521399974823,1.933940052986145,2.0788700580596924,2.0866200923919678,9165.0,2.0866200923919678
2015-11-05,2.2736101150512695,1.9028700590133667,2.0689499378204346,1.9626799821853638,854.0,1.9626799821853638
2015-11-06,1.9712799787521362,1.8252099752426147,1.9712799787521362,1.8252099752426147,73.0,1.8252099752426147
2015-11-07,2.009160041809082,1.944409966468811,1.9536199569702148,1.9892200231552124,753.0,1.9892200231552124
2015-11-08,2.0067899227142334,1.8951200246810913,1.9778800010681152,1.9211599826812744,1092.0,1.9211599826812744
2015-11-09,1.9793299436569214,1.817270040512085,1.9315099716186523,1.9393099546432495,4313.0,1.9393099546432495
2015-11-10,1.9673099517822266,1.6516200304031372,1.9379199743270874,1.736299991607666,2086.0,1.736299991607666
2015-11-11,1.7557200193405151,1.455590009689331,1.75177001953125,1.6487499475479126,6070.0,1.6487499475479126
2015-11-12,1.7723400592803955,1.4918299913406372,1.664620041847229,1.623129963874817,2957.0,1.623129963874817
2015-11-13,1.659500002861023,1.5694199800491333,1.6247899532318115,1.6117000579833984,819.0,1.6117000579833984
2015-11-14,1.6442400217056274,1.5260800123214722,1.6110800504684448,1.6009399890899658,518.0,1.6009399890899658
2015-11-15,1.6093900203704834,1.4953800439834595,1.601639986038208,1.5630500316619873,60.0,1.5630500316619873
2015-11-16,1.623289942741394,1.5023499727249146,1.5609500408172607,1.616379976272583,478.0,1.616379976272583
2015-11-17,1.6492400169372559,1.6031299829483032,1.616379976272583,1.6419600248336792,699.0,1.6419600248336792
2015-11-18,1.6490000486373901,1.6201399564743042,1.6395100355148315,1.639490008354187,44.0,1.639490008354187
2015-11-19,1.6431399583816528,1.5873299837112427,1.639930009841919,1.5911400318145752,66.0,1.5911400318145752
2015-11-20,1.60207998752594,1.4988900423049927,1.5928900241851807,1.575369954109192,207.0,1.575369954109192
2015-11-21,1.609820008277893,1.5628199577331543,1.575029969215393,1.595080018043518,83.0,1.595080018043518
2015-11-22,1.6023499965667725,1.5426900386810303,1.5953099727630615,1.5902299880981445,185.0,1.5902299880981445
2015-11-23,1.5893199443817139,1.5193699598312378,1.5893199443817139,1.531559944152832,297.0,1.531559944152832
2015-11-24,1.5316200256347656,1.5082000494003296,1.5314099788665771,1.5127700567245483,19.0,1.5127700567245483
2015-11-25,1.5897200107574463,1.5336799621582031,1.5346399545669556,1.5861200094223022,83.0,1.5861200094223022
2015-11-26,1.7550400495529175,1.5778299570083618,1.5857000350952148,1.6660799980163574,170.0,1.6660799980163574
