Date,High,Low,Open,Close,Volume,Adj Close
2015-02-25,1.2154899835586548,1.2095799446105957,1.2101600170135498,1.2110999822616577,5.0,1.2110999822616577
2015-02-26,1.2123199701309204,1.1947100162506104,1.21042001247406,1.205739974975586,5.0,1.205739974975586
2015-03-02,0.6078900098800659,0.5683140158653259,0.5712490081787109,0.6065019965171814,3.0,0.6065019965171814
2015-03-03,0.6062290072441101,0.604416012763977,0.6051290035247803,0.6062290072441101,3.0,0.6062290072441101
2015-03-06,1.0,1.0,1.0,1.0,92.0,1.0
2015-03-07,1.0,1.0,1.0,1.0,58196.0,1.0
2015-03-08,1.0,1.0,1.0,1.0,31.0,1.0
2015-03-09,1.0,1.0,1.0,1.0,142.0,1.0
2015-03-10,1.0,1.0,1.0,1.0,49996.0,1.0
2015-03-11,1.0,1.0,1.0,1.0,49.0,1.0
2015-03-12,1.0,1.0,1.0,1.0,80418.0,1.0
2015-03-13,1.0,1.0,1.0,1.0,75.0,1.0
2015-03-14,1.0,1.0,1.0,1.0,17705.0,1.0
2015-03-15,1.0,1.0,1.0,1.0,15124.0,1.0
2015-03-16,1.0,1.0,1.0,1.0,49631.0,1.0
2015-03-17,1.0,1.0,1.0,1.0,4284.0,1.0
2015-03-18,1.0,1.0,1.0,1.0,202.0,1.0
2015-03-19,1.0,1.0,1.0,1.0,713.0,1.0
2015-03-20,1.0,1.0,1.0,1.0,132.0,1.0
2015-03-21,1.0,1.0,1.0,1.0,206.0,1.0
2015-03-22,1.0,1.0,1.0,1.0,66.0,1.0
2015-03-23,1.0,1.0,1.0,1.0,65.0,1.0
2015-03-24,1.0,1.0,1.0,1.0,1179.0,1.0
2015-03-25,1.0,1.0,1.0,1.0,92.0,1.0
2015-03-26,1.0,1.0,1.0,1.0,2.0,1.0
2015-03-27,1.0,1.0,1.0,1.0,4.0,1.0
2015-03-28,1.0,1.0,1.0,1.0,17.0,1.0
2015-03-29,1.0,1.0,1.0,1.0,20.0,1.0
2015-03-29,1.0,1.0,1.0,1.0,494.0,1.0
2015-03-30,1.0,1.0,1.0,1.0,37.0,1.0
2015-03-31,1.0,1.0,1.0,1.0,14.0,1.0
2015-04-01,1.0,1.0,1.0,1.0,79969.0,1.0
2015-04-02,1.0,1.0,1.0,1.0,8887.0,1.0
2015-04-03,1.0,1.0,1.0,1.0,2018.0,1.0
2015-04-04,1.0,1.0,1.0,1.0,2887.0,1.0
2015-04-05,1.0,1.0,1.0,1.0,254.0,1.0
2015-04-06,1.0,1.0,1.0,1.0,19179.0,1.0
2015-04-07,1.0,1.0,1.0,1.0,1024.0,1.0
2015-04-08,1.0,1.0,1.0,1.0,100949.0,1.0
2015-04-09,1.0,1.0,1.0,1.0,470.0,1.0
2015-04-10,1.0,1.0,1.0,1.0,2868.0,1.0
2015-04-11,1.0,1.0,1.0,1.0,1970.0,1.0
2015-04-12,1.0,1.0,1.0,1.0,46026.0,1.0
2015-04-13,1.0,1.0,1.0,1.0,50323.0,1.0
2015-04-14,1.0,1.0,1.0,1.0,40700.0,1.0
2015-04-15,1.0,1.0,1.0,1.0,46909.0,1.0
2015-04-16,1.0,1.0,1.0,1.0,50.0,1.0
2015-04-17,1.0,1.0,1.0,1.0,48.0,1.0
2015-04-18,1.0,1.0,1.0,1.0,21.0,1.0
2015-04-19,1.0,1.0,1.0,1.0,38.0,1.0
2015-04-20,1.0,1.0,1.0,1.0,85932.0,1.0
2015-04-21,1.0,1.0,1.0,1.0,40305.0,1.0
2015-04-22,1.0,1.0,1.0,1.0,21632.0,1.0
2015-04-23,1.0,1.0,1.0,1.0,20261.0,1.0
